study_accession,sample_accession,submission_date,source,organism,strain,age,Strain,Age,sex,cell type,Sex
GSE45192,GSM1098792,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP- fraction of day6 differentiated ES cells,
GSE45192,GSM1098793,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP- fraction of day6 differentiated ES cells,
GSE45192,GSM1098794,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP+ fraction of day6 differentiated ES cells,
GSE45192,GSM1098795,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP+ fraction of day6 differentiated ES cells,
GSE45193,GSM1098788,2013,mouse EB5 ES cells introduced Hoxb6-Venus reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-Venus- fraction of day6 differentiated ES cells,
GSE45193,GSM1098789,2013,mouse EB5 ES cells introduced Hoxb6-Venus reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-Venus- fraction of day6 differentiated ES cells,
GSE45193,GSM1098790,2013,mouse EB5 ES cells introduced Hoxb6-Venus reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-Venus+ fraction of day6 differentiated ES cells,
GSE45193,GSM1098791,2013,mouse EB5 ES cells introduced Hoxb6-Venus reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-Venus+ fraction of day6 differentiated ES cells,
GSE45193,GSM1098792,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP- fraction of day6 differentiated ES cells,
GSE45193,GSM1098793,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP- fraction of day6 differentiated ES cells,
GSE45193,GSM1098794,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP+ fraction of day6 differentiated ES cells,
GSE45193,GSM1098795,2013,mouse EB5 ES cells introduced Hoxb6-RFP reporter. Indicated fraction of differentiated ES cells were purified by cell sorting.,Mus musculus,,,,,,Flk-1+Hoxb6-RFP+ fraction of day6 differentiated ES cells,
GSE45229,GSM1099476,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099477,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099478,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099479,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099480,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099481,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099482,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099483,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099485,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099486,2013,Frontal cortex,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099487,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099488,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099489,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099490,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099491,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099492,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099493,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099494,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099496,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45229,GSM1099497,2013,Corpus striatum,Mus musculus,CD-1,,,,,,
GSE45250,GSM1099801,2013,"right ventricular papillary muscle, high mean stretch, high cyclic shortening, 12hr",Rattus norvegicus,LBNF1,85,,,,,
GSE45250,GSM1099802,2013,"right ventricular papillary muscle, high mean stretch, high cyclic shortening, 12hr",Rattus norvegicus,LBNF1,78,,,,,
GSE45250,GSM1099803,2013,"right ventricular papillary muscle, high mean stretch, high cyclic shortening, 12hr",Rattus norvegicus,LBNF1,81,,,,,
GSE45250,GSM1099804,2013,"right ventricular papillary muscle, high mean stretch, low cyclic shortening, 12hr",Rattus norvegicus,LBNF1,72,,,,,
GSE45250,GSM1099805,2013,"right ventricular papillary muscle, high mean stretch, low cyclic shortening, 12hr",Rattus norvegicus,LBNF1,81,,,,,
GSE45250,GSM1099806,2013,"right ventricular papillary muscle, high mean stretch, low cyclic shortening, 12hr",Rattus norvegicus,LBNF1,81,,,,,
GSE45250,GSM1099807,2013,"right ventricular papillary muscle, low mean stretch, low cyclic shortening, 12hr",Rattus norvegicus,LBNF1,75,,,,,
GSE45250,GSM1099808,2013,"right ventricular papillary muscle, low mean stretch, low cyclic shortening, 12hr",Rattus norvegicus,LBNF1,75,,,,,
GSE45250,GSM1099809,2013,"right ventricular papillary muscle, low mean stretch, low cyclic shortening, 12hr",Rattus norvegicus,LBNF1,75,,,,,
GSE45250,GSM1099810,2013,"right ventricular papillary muscle, low mean stretch, high cyclic shortening, 12hr",Rattus norvegicus,LBNF1,84,,,,,
GSE45250,GSM1099811,2013,"right ventricular papillary muscle, low mean stretch, high cyclic shortening, 12hr",Rattus norvegicus,LBNF1,84,,,,,
GSE45250,GSM1099812,2013,"right ventricular papillary muscle, low mean stretch, high cyclic shortening, 12hr",Rattus norvegicus,LBNF1,75,,,,,
GSE45254,GSM1100025,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100026,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100027,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100028,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100029,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100030,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100031,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100032,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100033,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100034,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100035,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45254,GSM1100036,2013,kidney cortex,Mus musculus,C57BL/6,,,,,,
GSE45256,GSM1100176,2013,"Normal mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100177,2013,"Normal mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100178,2013,"Normal mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100179,2013,"Normal mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100180,2013,"Hyperplasia-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100181,2013,"Hyperplasia-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100182,2013,"Adenoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100183,2013,"Adenoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100184,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100185,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100186,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100187,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100188,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100189,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100190,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45256,GSM1100191,2013,"Carcinoma-associated mammary fibroblasts, E6 immortalized, cultured on gel 72h",Mus musculus,,,,,,,
GSE45277,GSM1100702,2013,Mouse subventricular zone,Mus musculus,C57BL/6,,,,,,
GSE45278,GSM1100703,2013,Microdissected mouse subventricular zone,Mus musculus,C57BL/6,adult,,,,,
GSE45278,GSM1100704,2013,Microdissected mouse striatum,Mus musculus,C57BL/6,adult,,,,,
GSE45278,GSM1100705,2013,Microdissected mouse subventricular zone,Mus musculus,C57BL/6,adult,,,,,
GSE45278,GSM1100706,2013,Microdissected mouse olfactory bulb,Mus musculus,C57BL/6,adult,,,,,
GSE45278,GSM1100707,2013,Microdissected mouse dentate gyrus,Mus musculus,C57BL/6,adult,,,,,
GSE45279,GSM1100708,2013,subventricular zone neural stem cells,Mus musculus,C57BL/6,,,,,,
GSE45279,GSM1100709,2013,subventricular zone neural stem cells,Mus musculus,C57BL/6,,,,,,
GSE45279,GSM1100710,2013,subventricular zone neural stem cells,Mus musculus,C57BL/6,,,,,,
GSE45280,GSM1100711,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45280,GSM1100712,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45280,GSM1100713,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45280,GSM1100714,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45280,GSM1100715,2013,Mouse Brain_neuroblast (NB),Mus musculus,,,,,,FACS isolated neuroblasts,
GSE45280,GSM1100716,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45280,GSM1100717,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45280,GSM1100718,2013,cell culture,Mus musculus,,,,,,Proliferating SVZ-NSC monolayers,
GSE45280,GSM1100719,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs one day in differentiation media,
GSE45280,GSM1100720,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs two day in differentiation media,
GSE45280,GSM1100721,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs four day in differentiation media,
GSE45281,GSM1100722,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45281,GSM1100723,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45281,GSM1100724,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45281,GSM1100725,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45281,GSM1100726,2013,Mouse Brain_neuroblast (NB),Mus musculus,,,,,,FACS isolated neuroblasts,
GSE45281,GSM1100727,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45281,GSM1100728,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45281,GSM1100729,2013,cell culture,Mus musculus,,,,,,Proliferating SVZ-NSC monolayers,
GSE45281,GSM1100730,2013,cell culture,Mus musculus,,,,,,Proliferating SVZ-NSC monolayers,
GSE45281,GSM1100731,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs one day in differentiation media,
GSE45281,GSM1100732,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs two day in differentiation media,
GSE45281,GSM1100733,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs four day in differentiation media,
GSE45282,GSM1100702,2013,Mouse subventricular zone,Mus musculus,C57BL/6,,,,,,
GSE45282,GSM1100703,2013,Microdissected mouse subventricular zone,Mus musculus,C57BL/6,adult,,,,,
GSE45282,GSM1100704,2013,Microdissected mouse striatum,Mus musculus,C57BL/6,adult,,,,,
GSE45282,GSM1100705,2013,Microdissected mouse subventricular zone,Mus musculus,C57BL/6,adult,,,,,
GSE45282,GSM1100706,2013,Microdissected mouse olfactory bulb,Mus musculus,C57BL/6,adult,,,,,
GSE45282,GSM1100707,2013,Microdissected mouse dentate gyrus,Mus musculus,C57BL/6,adult,,,,,
GSE45282,GSM1100708,2013,subventricular zone neural stem cells,Mus musculus,C57BL/6,,,,,,
GSE45282,GSM1100709,2013,subventricular zone neural stem cells,Mus musculus,C57BL/6,,,,,,
GSE45282,GSM1100710,2013,subventricular zone neural stem cells,Mus musculus,C57BL/6,,,,,,
GSE45282,GSM1100711,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45282,GSM1100712,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45282,GSM1100713,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45282,GSM1100714,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45282,GSM1100715,2013,Mouse Brain_neuroblast (NB),Mus musculus,,,,,,FACS isolated neuroblasts,
GSE45282,GSM1100716,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45282,GSM1100717,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45282,GSM1100718,2013,cell culture,Mus musculus,,,,,,Proliferating SVZ-NSC monolayers,
GSE45282,GSM1100719,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs one day in differentiation media,
GSE45282,GSM1100720,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs two day in differentiation media,
GSE45282,GSM1100721,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs four day in differentiation media,
GSE45282,GSM1100722,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45282,GSM1100723,2013,Mouse Brain_activated stem cells (NSCs),Mus musculus,,,,,,FACS isolated SVZ stem cells,
GSE45282,GSM1100724,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45282,GSM1100725,2013,Mouse Brain_transit amplifying cells (TA),Mus musculus,,,,,,FACS isolated transit amplifying cells,
GSE45282,GSM1100726,2013,Mouse Brain_neuroblast (NB),Mus musculus,,,,,,FACS isolated neuroblasts,
GSE45282,GSM1100727,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45282,GSM1100728,2013,Mouse Brain_niche astrocytes (astros),Mus musculus,,,,,,FACS isolated niche astrocytes,
GSE45282,GSM1100729,2013,cell culture,Mus musculus,,,,,,Proliferating SVZ-NSC monolayers,
GSE45282,GSM1100730,2013,cell culture,Mus musculus,,,,,,Proliferating SVZ-NSC monolayers,
GSE45282,GSM1100731,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs one day in differentiation media,
GSE45282,GSM1100732,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs two day in differentiation media,
GSE45282,GSM1100733,2013,cell culture,Mus musculus,,,,,,SVZ-NSCs four day in differentiation media,
GSE45299,GSM1101769,2013,WT HSC from E18.5 fetal liver,Mus musculus,,,,,,lympho-hematopoietic progenitor cells,
GSE45299,GSM1101770,2013,WT LMPP from E18.5 fetal liver,Mus musculus,,,,,,lympho-hematopoietic progenitor cells,
GSE45299,GSM1101771,2013,WT CLP from E18.5 fetal liver,Mus musculus,,,,,,lympho-hematopoietic progenitor cells,
GSE45299,GSM1101772,2013,Satb1 KO HSC from E18.5 fetal liver,Mus musculus,,,,,,lympho-hematopoietic progenitor cells,
GSE45299,GSM1101773,2013,Satb1 KO LMPP from E18.5 fetal liver,Mus musculus,,,,,,lympho-hematopoietic progenitor cells,
GSE45299,GSM1101774,2013,Satb1 KO CLP from E18.5 fetal liver,Mus musculus,,,,,,lympho-hematopoietic progenitor cells,
GSE45309,GSM1101867,2013,Uninfected (18hr) Stat6-/- BMDMs,Mus musculus,C57BL/6,,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101868,2013,Uninfected (18hr) Stat6-/- BMDMs,Mus musculus,Stat6-/- (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101869,2013,18 hr Infected BMDMs with the II+ROP16I strain,Mus musculus,C57BL/6,,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101870,2013,18 hr Infected Stat6-/- BMDMs with the II+ROP16I strain,Mus musculus,Stat6-/- (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101871,2013,Uninfected (18hr) Stat3 deficient BMDMs,Mus musculus,Stat3fl/fl mLysCre (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101872,2013,18hr infected Stat3 deficient BMDMs with the type II strain,Mus musculus,Stat3fl/fl mLysCre (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101873,2013,18hr infected Stat3 deficient BMDMs with the type II+ROP16I strain,Mus musculus,Stat3fl/fl mLysCre (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101874,2013,18hr infected Stat3 deficient BMDMs with the type II Δgra15 strain,Mus musculus,Stat3fl/fl mLysCre (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45309,GSM1101875,2013,18hr infected Stat3 deficient BMDMs with the type II Δgra15+ROP16I strain,Mus musculus,Stat3fl/fl mLysCre (B6),,,,,Bone marrow-derived macrophages (BMDMs),
GSE45310,GSM1101876,2013,A Peyer's patch from a naïve mouse,Mus musculus,C57BL/6,,,,,,
GSE45310,GSM1101877,2013,A parasitized Peyer's patch from a type II orally infected  mouse on Day 5,Mus musculus,C57BL/6,,,,,,
GSE45310,GSM1101878,2013,A parasitized Peyer's patch from a II+ROP16I orally infected  mouse on Day 5,Mus musculus,C57BL/6,,,,,,
GSE45310,GSM1101879,2013,The middle third portion of the small intestine (with Peyer's patches removed) from a naïve mouse,Mus musculus,C57BL/6,,,,,,
GSE45310,GSM1101880,2013,The middle third portion of the small intestine (with Peyer's patches removed) from a type II orally infected mouse on Day 5,Mus musculus,C57BL/6,,,,,,
GSE45310,GSM1101881,2013,The middle third portion of the small intestine (with Peyer's patches removed) from a II+ROP16I orally infected mouse on Day 5,Mus musculus,C57BL/6,,,,,,
GSE45327,GSM1101978,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101979,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101980,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101981,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101982,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101983,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101984,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101985,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45327,GSM1101986,2013,Liver,Mus musculus,c57Bl/6,,,,,,
GSE45339,GSM1102666,2013,Left heart atrium _Replicate 1,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102667,2013,Left heart atrium _Replicate 2,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102668,2013,Left heart atrium _Replicate 3,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102669,2013,Left heart atrium _Replicate 4,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102670,2013,Right heart atrium _Replicate 1,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102671,2013,Right heart atrium _Replicate 2,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102672,2013,Right heart atrium _Replicate 3,Mus musculus,C57Bl/6j,,,,,,male
GSE45339,GSM1102673,2013,Right heart atrium _Replicate 4,Mus musculus,C57Bl/6j,,,,,,male
GSE45348,GSM1102810,2013,Left heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102811,2013,Left heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102812,2013,Left heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102813,2013,Left heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102814,2013,Right heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102815,2013,Right heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102816,2013,Right heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45348,GSM1102817,2013,Right heart ventricle,Mus musculus,C57Bl/6j,,,,,,
GSE45365,GSM1102976,2013,MDD_C30_430_2,Mus musculus,C57BL/6,,,,,natural killer (NK) cells,
GSE45365,GSM1102977,2013,MDD_A7_430_2,Mus musculus,C57BL/6,,,,,natural killer (NK) cells,
GSE45365,GSM1102978,2013,MDD_A3_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102979,2013,MDD_B17_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102980,2013,MDD_B20_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102981,2013,MDD_C33_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102982,2013,MDD_B16_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102983,2013,MDD_C29_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102984,2013,MDD_C32_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102985,2013,MDD_A6_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102986,2013,MDD_B24_430_2,Mus musculus,C57BL/6,,,,,natural killer (NK) cells,
GSE45365,GSM1102987,2013,MDD_C40_430_2,Mus musculus,C57BL/6,,,,,natural killer (NK) cells,
GSE45365,GSM1102988,2013,MDD_C36_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102989,2013,MDD_A10_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102990,2013,MDD_A13_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102991,2013,MDD_B27_430_2,Mus musculus,C57BL/6,,,,,CD8a+ dendritic cells (DC),
GSE45365,GSM1102992,2013,MDD_A9_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102993,2013,MDD_B23_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102994,2013,MDD_B26_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1102995,2013,MDD_C39_430_2,Mus musculus,C57BL/6,,,,,CD11b+ dendritic cells (DC),
GSE45365,GSM1103168,2013,MDD_A1_430_2,Mus musculus,C57BL/6,,,,,B lymphocytes,
GSE45365,GSM1103169,2013,MDD_B18_430_2,Mus musculus,C57BL/6,,,,,B lymphocytes,
GSE45365,GSM1103170,2013,MDD_C28_430_2,Mus musculus,C57BL/6,,,,,CD8 T lymphocytes,
GSE45365,GSM1103171,2013,MDD_A5_430_2,Mus musculus,C57BL/6,,,,,CD8 T lymphocytes,
GSE45365,GSM1103172,2013,MDD_C34_430_2,Mus musculus,C57BL/6,,,,,B lymphocytes,
GSE45365,GSM1103173,2013,MDD_A11_430_2,Mus musculus,C57BL/6,,,,,B lymphocytes,
GSE45365,GSM1103174,2013,MDD_B22_430_2,Mus musculus,C57BL/6,,,,,CD8 T lymphocytes,
GSE45365,GSM1103175,2013,MDD_C38_430_2,Mus musculus,C57BL/6,,,,,CD8 T lymphocytes,
GSE45369,GSM1103258,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103259,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103260,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103261,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103262,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103263,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103264,2013,mouse lung treated 1h with PBS,Mus musculus,,,,,,,
GSE45369,GSM1103265,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45369,GSM1103266,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45369,GSM1103267,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45369,GSM1103268,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45369,GSM1103269,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45369,GSM1103270,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45369,GSM1103271,2013,mouse lung treated 1h with flagellin,Mus musculus,,,,,,,
GSE45372,GSM1103354,2013,"MK Cells, input",Mus musculus,,,,,,megakaryocyte cells,
GSE45372,GSM1103355,2013,"MK Cells, Runx1 ChIP",Mus musculus,,,,,,megakaryocyte cells,
GSE45372,GSM1103356,2013,"MK Cells, P300 ChIP",Mus musculus,,,,,,megakaryocyte cells,
GSE45373,GSM1103357,2013,"Mature FL-derived megakaryocytes, WT",Mus musculus,,,,,,mature megakaryocytes,
GSE45373,GSM1103358,2013,"Mature FL-derived megakaryocytes, Runx1 KO",Mus musculus,,,,,,mature megakaryocytes,
GSE45373,GSM1103359,2013,"Mature FL-derived megakaryocytes, WT",Mus musculus,,,,,,mature megakaryocytes,
GSE45373,GSM1103360,2013,"Mature FL-derived megakaryocytes, Runx1 KO",Mus musculus,,,,,,mature megakaryocytes,
GSE45373,GSM1103361,2013,"Mature FL-derived megakaryocytes, WT",Mus musculus,,,,,,mature megakaryocytes,
GSE45373,GSM1103362,2013,"Mature FL-derived megakaryocytes, Runx1 KO",Mus musculus,,,,,,mature megakaryocytes,
